2023-07-30 23:57:50,667 [ 1] INFO  Unity: LoadingManager start
2023-07-30 23:57:53,716 [ 1] INFO  Unity: DataManager > DataManager()
2023-07-30 23:57:56,186 [ 1] INFO  Unity: UserLoginRequest::user :1 psw:1
2023-07-30 23:57:56,187 [ 1] INFO  Unity: ConnectToServer() Start 
2023-07-30 23:57:56,187 [ 1] INFO  Unity: DoConnect
2023-07-30 23:57:56,189 [ 1] INFO  Unity: NetClient.DoConnect on 127.0.0.1:8000
2023-07-30 23:57:56,190 [ 1] INFO  Unity: Connect[0] to server 127.0.0.1:8000

2023-07-30 23:57:56,192 [ 1] INFO  Unity: LoadingMesager::OnGameServerConnect :0 reason:Success
2023-07-30 23:57:56,259 [ 1] INFO  Unity: OnUserLogin:Success [None]
2023-07-30 23:57:56,260 [ 1] INFO  Unity: LoadingMesager::OnLoginSuccess
2023-07-30 23:57:56,262 [ 1] INFO  Unity: LoadLevel: CharSelect
2023-07-30 23:57:56,308 [ 1] INFO  Unity: OnSelectCharacter 0
2023-07-30 23:57:56,316 [ 1] INFO  Unity: LevelLoadCompleted:1
2023-07-30 23:57:56,322 [ 1] INFO  Unity: OnSelectCharacter 0
2023-07-30 23:57:56,324 [ 1] INFO  Unity: changeShowCharacter can not find in dic
2023-07-30 23:57:57,445 [ 1] INFO  Unity: SendGameEnter::charIdx :0
2023-07-30 23:57:57,461 [ 1] INFO  Unity: OnUserGameEnter:Success [None]
2023-07-30 23:57:57,462 [ 1] INFO  Unity: ItemManager:Init[Id:1, Count:10]
2023-07-30 23:57:57,463 [ 1] INFO  Unity: ItemManager:Init[Id:2, Count:200]
2023-07-30 23:57:57,463 [ 1] INFO  Unity: ItemManager:Init[Id:3, Count:30]
2023-07-30 23:57:57,464 [ 1] INFO  Unity: ItemManager:Init[Id:4, Count:40]
2023-07-30 23:57:57,466 [ 1] INFO  Unity: OnMapCharacterEnter:1, 0
2023-07-30 23:57:57,466 [ 1] INFO  Unity: OnMapCharacterEnter:1, 0
2023-07-30 23:57:57,469 [ 1] INFO  Unity: AddCharacter:1:車 Map:1 Entity:SkillBridge.Message.NEntity
2023-07-30 23:57:57,471 [ 1] INFO  Unity: LoadLevel: MainCity
2023-07-30 23:57:57,888 [ 1] INFO  Unity: LevelLoadCompleted:1
2023-07-30 23:57:57,892 [ 1] INFO  Unity: scene name:DontDestroyOnLoad
2023-07-30 23:57:58,864 [ 1] INFO  Unity: SendGameLeave
2023-07-30 23:57:58,878 [ 1] INFO  Unity: OnMapCharacterLeave:19
2023-07-30 23:57:58,879 [ 1] INFO  Unity: RemoveCharacter:19
2023-07-30 23:57:58,881 [ 1] INFO  Unity: OnUserGameLeave:Success [None]
2023-07-30 23:57:58,881 [ 1] INFO  Unity: LoadLevel: CharSelect
2023-07-30 23:57:58,882 [ 1] INFO  Unity: Character_19_車 OnDestroy :ID:19 POS:(5000, 4000, 820) DIR:(100, 0, 0) SPD:0 
2023-07-30 23:57:58,917 [ 1] INFO  Unity: OnSelectCharacter 0
2023-07-30 23:57:58,922 [ 1] INFO  Unity: LevelLoadCompleted:1
2023-07-30 23:57:58,925 [ 1] INFO  Unity: OnSelectCharacter 0
2023-07-30 23:57:58,925 [ 1] INFO  Unity: changeShowCharacter can not find in dic
2023-07-30 23:57:59,798 [ 1] INFO  Unity: OnSelectCharacter 2
2023-07-30 23:57:59,799 [ 1] INFO  Unity: changeShowCharacter can not find in dic
2023-07-30 23:58:00,566 [ 1] INFO  Unity: SendGameEnter::charIdx :2
2023-07-30 23:58:00,578 [ 1] INFO  Unity: OnUserGameEnter:Success [None]
2023-07-30 23:58:00,578 [ 1] INFO  Unity: ItemManager:Init[Id:1, Count:10]
2023-07-30 23:58:00,579 [ 1] INFO  Unity: ItemManager:Init[Id:2, Count:200]
2023-07-30 23:58:00,579 [ 1] INFO  Unity: ItemManager:Init[Id:3, Count:30]
2023-07-30 23:58:00,580 [ 1] INFO  Unity: ItemManager:Init[Id:4, Count:40]
2023-07-30 23:58:00,580 [ 1] INFO  Unity: ItemManager:Init[Id:2001, Count:1]
2023-07-30 23:58:00,581 [ 1] INFO  Unity: OnMapCharacterEnter:1, 0
2023-07-30 23:58:00,581 [ 1] INFO  Unity: OnMapCharacterEnter:1, 0
2023-07-30 23:58:00,583 [ 1] INFO  Unity: AddCharacter:5:546 Map:1 Entity:SkillBridge.Message.NEntity
2023-07-30 23:58:00,584 [ 1] INFO  Unity: scene name:DontDestroyOnLoad
2023-07-30 23:58:00,585 [ 1] INFO  Unity: LoadLevel: MainCity
